url,status,final_url,redirect_hops,content_type,indexability,canonical,title,h1_count,meta_robots,in_sitemap,inlink_count,sample_inlinks,elapsed_ms,error
https://www.the-pool-lab.com/blog/top-5-features-to-look-for,200,https://www.the-pool-lab.com/blog/top-5-features-to-look-for,0,text/html,Indexable,https://www.the-pool-lab.com/blog/top-5-features-to-look-for,Top 5 Features to Look For in a Robot Pool Cleaner - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/, sitemap",180,
https://www.the-pool-lab.com/blog/how-to-choose-the-right-robotic-pool-cleaner-for-your-pool,200,https://www.the-pool-lab.com/blog/how-to-choose-the-right-robotic-pool-cleaner-for-your-pool,0,text/html,Indexable,https://www.the-pool-lab.com/blog/how-to-choose-the-right-robotic-pool-cleaner-for-your-pool,How to Choose the Right Robotic Pool Cleaner for Your Pool - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/, https://www.the-pool-lab.com/blog/corded-vs-cordless-robotic-pool-cleaners, sitemap",200,
https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-dolphin-premier,200,https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-dolphin-premier,0,text/html,Indexable,https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-dolphin-premier,Dolphin Nautilus CC Plus vs Dolphin Premier: Which One Is Worth It? - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/, sitemap",220,
https://www.the-pool-lab.com/blog/corded-vs-cordless-robotic-pool-cleaners-for-large-pools,200,https://www.the-pool-lab.com/blog/corded-vs-cordless-robotic-pool-cleaners-for-large-pools,0,text/html,Indexable,https://www.the-pool-lab.com/blog/corded-vs-cordless-robotic-pool-cleaners-for-large-pools,Corded vs Cordless Robotic Pool Cleaners for Large Pools - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/, sitemap",177,
https://www.the-pool-lab.com/blog/polaris-vs-dolphin-robotic-pool-cleaners,200,https://www.the-pool-lab.com/blog/polaris-vs-dolphin-robotic-pool-cleaners,0,text/html,Indexable,https://www.the-pool-lab.com/blog/polaris-vs-dolphin-robotic-pool-cleaners,Polaris vs Dolphin Robotic Pool Cleaners: Which Brand Is Better in 2026? - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/, sitemap",189,
https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-large-pools,200,https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-large-pools,0,text/html,Indexable,https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-large-pools,Best Robotic Pool Cleaner for Large Pools - The Pool Lab,1,,yes,4,"https://www.the-pool-lab.com/, https://www.the-pool-lab.com/blog/corded-vs-cordless-robotic-pool-cleaners, https://www.the-pool-lab.com/blog/how-to-choose-the-right-robotic-pool-cleaner-for-your-pool",184,
https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-deep-pools,200,https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-deep-pools,0,text/html,Indexable,https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-deep-pools,Best Robotic Pool Cleaner for Deep Pools - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/, https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-large-pools, sitemap",185,
https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-polaris-9650iq-sport,200,https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-polaris-9650iq-sport,0,text/html,Indexable,https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-polaris-9650iq-sport,Dolphin Nautilus CC Plus vs Polaris 9650iQ Sport: Which Should You Choose? - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/, https://www.the-pool-lab.com/blog/polaris-vs-dolphin-robotic-pool-cleaners, sitemap",168,
https://www.the-pool-lab.com/best-of/overall,200,https://www.the-pool-lab.com/best-of/overall,0,text/html,Indexable,https://www.the-pool-lab.com/best-of/overall,Best Overall Robotic Pool Cleaners (2026) - The Pool Lab,1,,yes,4,"https://www.the-pool-lab.com/best-of, https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-dolphin-premier, https://www.the-pool-lab.com/blog/polaris-vs-dolphin-robotic-pool-cleaners",215,
https://www.the-pool-lab.com/best-of/value,200,https://www.the-pool-lab.com/best-of/value,0,text/html,Indexable,https://www.the-pool-lab.com/best-of/value,Best Value Robotic Pool Cleaners (2026) - The Pool Lab,1,,yes,4,"https://www.the-pool-lab.com/best-of, https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-dolphin-premier, https://www.the-pool-lab.com/blog/polaris-vs-dolphin-robotic-pool-cleaners",180,
https://www.the-pool-lab.com/best-of/leaves,200,https://www.the-pool-lab.com/best-of/leaves,0,text/html,Indexable,https://www.the-pool-lab.com/best-of/leaves,Best Robotic Pool Cleaners for Leaves (2026) - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/best-of, sitemap",193,
https://www.the-pool-lab.com/best-of/above-ground,200,https://www.the-pool-lab.com/best-of/above-ground,0,text/html,Indexable,https://www.the-pool-lab.com/best-of/above-ground,Best Robotic Pool Cleaners for Above-Ground Pools (2026) - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/best-of, sitemap",190,
https://www.the-pool-lab.com/best-of/vinyl,200,https://www.the-pool-lab.com/best-of/vinyl,0,text/html,Indexable,https://www.the-pool-lab.com/best-of/vinyl,Best Robotic Pool Cleaners for Vinyl Liners (2026) - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/best-of, sitemap",196,
https://www.the-pool-lab.com/best-of/inground,200,https://www.the-pool-lab.com/best-of/inground,0,text/html,Indexable,https://www.the-pool-lab.com/best-of/inground,Best Robotic Pool Cleaners for In-Ground Pools (2026) - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/best-of, https://www.the-pool-lab.com/blog/dolphin-nautilus-cc-plus-vs-polaris-9650iq-sport, sitemap",204,
https://www.the-pool-lab.com/reviews/Dolphin-Nautilus-CC-Plus,200,https://www.the-pool-lab.com/reviews/Dolphin-Nautilus-CC-Plus,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Dolphin-Nautilus-CC-Plus,Dolphin Nautilus CC Plus Review - The Pool Lab,1,,yes,10,"https://www.the-pool-lab.com/best-of/inground, https://www.the-pool-lab.com/best-of/overall, https://www.the-pool-lab.com/best-of/value",194,
https://www.the-pool-lab.com/reviews/Dolphin-Premier,200,https://www.the-pool-lab.com/reviews/Dolphin-Premier,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Dolphin-Premier,Dolphin Premier Review - The Pool Lab,1,,yes,10,"https://www.the-pool-lab.com/best-of/inground, https://www.the-pool-lab.com/best-of/leaves, https://www.the-pool-lab.com/best-of/overall",188,
https://www.the-pool-lab.com/reviews/Dolphin-Nautilus-Titan,200,https://www.the-pool-lab.com/reviews/Dolphin-Nautilus-Titan,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Dolphin-Nautilus-Titan,Dolphin Nautilus Titan Review - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/reviews, sitemap",171,
https://www.the-pool-lab.com/reviews/Dolphin-Sigma,200,https://www.the-pool-lab.com/reviews/Dolphin-Sigma,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Dolphin-Sigma,Dolphin Sigma Review - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/reviews, sitemap",627,
https://www.the-pool-lab.com/reviews/Polaris-9650iQ-Sport,200,https://www.the-pool-lab.com/reviews/Polaris-9650iQ-Sport,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Polaris-9650iQ-Sport,Polaris 9650iQ Sport Review - The Pool Lab,1,,yes,12,"https://www.the-pool-lab.com/best-of/inground, https://www.the-pool-lab.com/best-of/leaves, https://www.the-pool-lab.com/best-of/overall",196,
https://www.the-pool-lab.com/reviews/Polaris-F9550-Sport,200,https://www.the-pool-lab.com/reviews/Polaris-F9550-Sport,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Polaris-F9550-Sport,Polaris F9550 Sport Review - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/reviews, https://www.the-pool-lab.com/reviews/Polaris-9650iQ-Sport, sitemap",172,
https://www.the-pool-lab.com/reviews/Polaris-P39,200,https://www.the-pool-lab.com/reviews/Polaris-P39,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Polaris-P39,Polaris P39 Review - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/reviews, https://www.the-pool-lab.com/reviews/Dolphin-Premier, sitemap",195,
https://www.the-pool-lab.com/reviews/Hayward-TigerShark-QC,200,https://www.the-pool-lab.com/reviews/Hayward-TigerShark-QC,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Hayward-TigerShark-QC,Hayward TigerShark QC Review - The Pool Lab,1,,yes,4,"https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-deep-pools, https://www.the-pool-lab.com/reviews, https://www.the-pool-lab.com/reviews/Polaris-F9550-Sport",196,
https://www.the-pool-lab.com/reviews/Hayward-SharkVac-XL,200,https://www.the-pool-lab.com/reviews/Hayward-SharkVac-XL,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Hayward-SharkVac-XL,Hayward SharkVac XL Review - The Pool Lab,1,,yes,4,"https://www.the-pool-lab.com/best-of/vinyl, https://www.the-pool-lab.com/reviews, https://www.the-pool-lab.com/reviews/Hayward-TigerShark-QC",188,
https://www.the-pool-lab.com/reviews/Hayward-W3PVS20JST-Poolvergnuegen,200,https://www.the-pool-lab.com/reviews/Hayward-W3PVS20JST-Poolvergnuegen,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Hayward-W3PVS20JST-Poolvergnuegen,Hayward Poolvergnuegen Review - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/reviews, sitemap",197,
https://www.the-pool-lab.com/reviews/Pentair-Prowler-930,200,https://www.the-pool-lab.com/reviews/Pentair-Prowler-930,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Pentair-Prowler-930,Pentair Prowler 930 Review - The Pool Lab,1,,yes,5,"https://www.the-pool-lab.com/best-of/overall, https://www.the-pool-lab.com/blog/best-robotic-pool-cleaner-for-deep-pools, https://www.the-pool-lab.com/reviews",203,
https://www.the-pool-lab.com/reviews/Aiper-Scuba-S1,200,https://www.the-pool-lab.com/reviews/Aiper-Scuba-S1,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Aiper-Scuba-S1,Aiper Scuba S1 Review - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/best-of/value, https://www.the-pool-lab.com/reviews, sitemap",183,
https://www.the-pool-lab.com/reviews/Aiper-Seagull-Pro,200,https://www.the-pool-lab.com/reviews/Aiper-Seagull-Pro,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Aiper-Seagull-Pro,Aiper Seagull Pro Review - The Pool Lab,1,,yes,4,"https://www.the-pool-lab.com/best-of/above-ground, https://www.the-pool-lab.com/reviews, https://www.the-pool-lab.com/reviews/Aiper-Scuba-S1",201,
https://www.the-pool-lab.com/reviews/BWT-Pool-Robot-ES-Nano,200,https://www.the-pool-lab.com/reviews/BWT-Pool-Robot-ES-Nano,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/BWT-Pool-Robot-ES-Nano,BWT Pool Robot ES Nano Review - The Pool Lab,1,,yes,3,"https://www.the-pool-lab.com/best-of/above-ground, https://www.the-pool-lab.com/reviews, sitemap",628,
https://www.the-pool-lab.com/reviews/Beatbot-AquaSense-2,200,https://www.the-pool-lab.com/reviews/Beatbot-AquaSense-2,0,text/html,Indexable,https://www.the-pool-lab.com/reviews/Beatbot-AquaSense-2,Beatbot AquaSense 2 Review - The Pool Lab,1,,yes,2,"https://www.the-pool-lab.com/reviews, sitemap",200,
https://www.the-pool-lab.com/guides/maintenance-care,200,https://www.the-pool-lab.com/guides/maintenance-care,0,text/html,Indexable,https://www.the-pool-lab.com/guides/maintenance-care,Maintenance & Care - The Pool Lab,1,,no,2,"https://www.the-pool-lab.com/, https://www.the-pool-lab.com/guides",208,
https://www.the-pool-lab.com/guides/cleaning-operation,200,https://www.the-pool-lab.com/guides/cleaning-operation,0,text/html,Indexable,https://www.the-pool-lab.com/guides/cleaning-operation,Cleaning & Operation - The Pool Lab,1,,no,2,"https://www.the-pool-lab.com/, https://www.the-pool-lab.com/guides",174,
https://www.the-pool-lab.com/guides/buying-guides,200,https://www.the-pool-lab.com/guides/buying-guides,0,text/html,Indexable,https://www.the-pool-lab.com/guides/buying-guides,Buying Guides - The Pool Lab,1,,no,1,https://www.the-pool-lab.com/guides,171,
